Month,PlannerName,Product,ProductFamily,Plant,Forecast_Tons,Resource,Scenario Version,Comment
46600,HarborDesk,TRC-01,TERRA CORE,PLT-C1,44.7834,South Line G-700L,Lean,SLG
46631,HarborDesk,TRC-01,TERRA CORE,PLT-C1,59.6202,South Line G-700L,Baseline,SLG
46631,HarborDesk,TRC-01,TERRA CORE,PLT-C1,69.6004,South Line G-700L,Expansion,SLG
46631,HarborDesk,TRC-01,TERRA CORE,PLT-C1,47.9899,South Line G-700L,Lean,SLG
46661,HarborDesk,TRC-01,TERRA CORE,PLT-C1,59.3392,South Line G-700L,Baseline,SLG
46661,HarborDesk,TRC-01,TERRA CORE,PLT-C1,68.6938,South Line G-700L,Expansion,SLG
46661,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.4909,South Line G-700L,Lean,SLG
46692,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.7664,South Line G-700L,Baseline,SLG
46692,HarborDesk,TRC-01,TERRA CORE,PLT-C1,61.7155,South Line G-700L,Expansion,SLG
46692,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.5567,South Line G-700L,Lean,SLG
46722,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.9155,South Line G-700L,Baseline,SLG
46722,HarborDesk,TRC-01,TERRA CORE,PLT-C1,58.1879,South Line G-700L,Expansion,SLG
46722,HarborDesk,TRC-01,TERRA CORE,PLT-C1,39.4483,South Line G-700L,Lean,SLG
46753,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.3872,South Line G-700L,Baseline,SLG
46753,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.3116,South Line G-700L,Expansion,SLG
46753,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.3208,South Line G-700L,Lean,SLG
46784,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.5916,South Line G-700L,Baseline,SLG
46784,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.3686,South Line G-700L,Expansion,SLG
46784,HarborDesk,TRC-01,TERRA CORE,PLT-C1,32.6287,South Line G-700L,Lean,SLG
46813,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.4746,South Line G-700L,Baseline,SLG
46813,HarborDesk,TRC-01,TERRA CORE,PLT-C1,42.0426,South Line G-700L,Expansion,SLG
46813,HarborDesk,TRC-01,TERRA CORE,PLT-C1,32.7387,South Line G-700L,Lean,SLG
46844,HarborDesk,TRC-01,TERRA CORE,PLT-C1,36.4848,South Line G-700L,Baseline,SLG
46844,HarborDesk,TRC-01,TERRA CORE,PLT-C1,44.4888,South Line G-700L,Expansion,SLG
46844,HarborDesk,TRC-01,TERRA CORE,PLT-C1,31.2204,South Line G-700L,Lean,SLG
46874,HarborDesk,TRC-01,TERRA CORE,PLT-C1,41.5885,South Line G-700L,Baseline,SLG
46874,HarborDesk,TRC-01,TERRA CORE,PLT-C1,46.3113,South Line G-700L,Expansion,SLG
46874,HarborDesk,TRC-01,TERRA CORE,PLT-C1,35.8268,South Line G-700L,Lean,SLG
46905,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.5924,South Line G-700L,Baseline,SLG
46905,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.275,South Line G-700L,Expansion,SLG
46905,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.0152,South Line G-700L,Lean,SLG
46935,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.6951,South Line G-700L,Baseline,SLG
46935,HarborDesk,TRC-01,TERRA CORE,PLT-C1,57.1989,South Line G-700L,Expansion,SLG
46935,HarborDesk,TRC-01,TERRA CORE,PLT-C1,44.199,South Line G-700L,Lean,SLG
46966,HarborDesk,TRC-01,TERRA CORE,PLT-C1,57.8095,South Line G-700L,Baseline,SLG
46966,HarborDesk,TRC-01,TERRA CORE,PLT-C1,63.157,South Line G-700L,Expansion,SLG
46966,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.16,South Line G-700L,Lean,SLG
46997,HarborDesk,TRC-01,TERRA CORE,PLT-C1,58.7668,South Line G-700L,Baseline,SLG
46997,HarborDesk,TRC-01,TERRA CORE,PLT-C1,71.5481,South Line G-700L,Expansion,SLG
46997,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.5948,South Line G-700L,Lean,SLG
47027,HarborDesk,TRC-01,TERRA CORE,PLT-C1,58.5821,South Line G-700L,Baseline,SLG
47027,HarborDesk,TRC-01,TERRA CORE,PLT-C1,70.2841,South Line G-700L,Expansion,SLG
47027,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.0716,South Line G-700L,Lean,SLG
47058,HarborDesk,TRC-01,TERRA CORE,PLT-C1,57.2212,South Line G-700L,Baseline,SLG
47058,HarborDesk,TRC-01,TERRA CORE,PLT-C1,63.1017,South Line G-700L,Expansion,SLG
47058,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.8343,South Line G-700L,Lean,SLG
47088,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.0991,South Line G-700L,Baseline,SLG
47088,HarborDesk,TRC-01,TERRA CORE,PLT-C1,59.3849,South Line G-700L,Expansion,SLG
47088,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.127,South Line G-700L,Lean,SLG
47119,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.6002,South Line G-700L,Baseline,SLG
47119,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.7517,South Line G-700L,Expansion,SLG
47119,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.5552,South Line G-700L,Lean,SLG
47150,HarborDesk,TRC-01,TERRA CORE,PLT-C1,38.9189,South Line G-700L,Baseline,SLG
47150,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.0058,South Line G-700L,Expansion,SLG
47150,HarborDesk,TRC-01,TERRA CORE,PLT-C1,33.8816,South Line G-700L,Lean,SLG
47178,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.132,South Line G-700L,Baseline,SLG
47178,HarborDesk,TRC-01,TERRA CORE,PLT-C1,44.6393,South Line G-700L,Expansion,SLG
47178,HarborDesk,TRC-01,TERRA CORE,PLT-C1,33.0185,South Line G-700L,Lean,SLG
47209,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.1055,South Line G-700L,Baseline,SLG
47209,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.4523,South Line G-700L,Expansion,SLG
47209,HarborDesk,TRC-01,TERRA CORE,PLT-C1,32.2485,South Line G-700L,Lean,SLG
47239,HarborDesk,TRC-01,TERRA CORE,PLT-C1,40.8161,South Line G-700L,Baseline,SLG
47239,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.3383,South Line G-700L,Expansion,SLG
47239,HarborDesk,TRC-01,TERRA CORE,PLT-C1,35.4624,South Line G-700L,Lean,SLG
47270,HarborDesk,TRC-01,TERRA CORE,PLT-C1,47.8771,South Line G-700L,Baseline,SLG
47270,HarborDesk,TRC-01,TERRA CORE,PLT-C1,52.3749,South Line G-700L,Expansion,SLG
47270,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.6982,South Line G-700L,Lean,SLG
47300,HarborDesk,TRC-01,TERRA CORE,PLT-C1,54.1836,South Line G-700L,Baseline,SLG
47300,HarborDesk,TRC-01,TERRA CORE,PLT-C1,60.564,South Line G-700L,Expansion,SLG
47300,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.1374,South Line G-700L,Lean,SLG
47331,HarborDesk,TRC-01,TERRA CORE,PLT-C1,54.5526,South Line G-700L,Baseline,SLG
47331,HarborDesk,TRC-01,TERRA CORE,PLT-C1,68.8265,South Line G-700L,Expansion,SLG
47331,HarborDesk,TRC-01,TERRA CORE,PLT-C1,47.2088,South Line G-700L,Lean,SLG
47362,HarborDesk,TRC-01,TERRA CORE,PLT-C1,62.1741,South Line G-700L,Baseline,SLG
47362,HarborDesk,TRC-01,TERRA CORE,PLT-C1,67.1631,South Line G-700L,Expansion,SLG
47362,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.4308,South Line G-700L,Lean,SLG
47392,HarborDesk,TRC-01,TERRA CORE,PLT-C1,61.2871,South Line G-700L,Baseline,SLG
47392,HarborDesk,TRC-01,TERRA CORE,PLT-C1,65.9648,South Line G-700L,Expansion,SLG
47392,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.0753,South Line G-700L,Lean,SLG
47423,HarborDesk,TRC-01,TERRA CORE,PLT-C1,53.4071,South Line G-700L,Baseline,SLG
47423,HarborDesk,TRC-01,TERRA CORE,PLT-C1,64.4132,South Line G-700L,Expansion,SLG
47423,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.4837,South Line G-700L,Lean,SLG
47453,HarborDesk,TRC-01,TERRA CORE,PLT-C1,50.1143,South Line G-700L,Baseline,SLG
47453,HarborDesk,TRC-01,TERRA CORE,PLT-C1,55.9268,South Line G-700L,Expansion,SLG
47453,HarborDesk,TRC-01,TERRA CORE,PLT-C1,41.3313,South Line G-700L,Lean,SLG
47484,HarborDesk,TRC-01,TERRA CORE,PLT-C1,42.3905,South Line G-700L,Baseline,SLG
47484,HarborDesk,TRC-01,TERRA CORE,PLT-C1,53.5518,South Line G-700L,Expansion,SLG
47484,HarborDesk,TRC-01,TERRA CORE,PLT-C1,36.643,South Line G-700L,Lean,SLG
47515,HarborDesk,TRC-01,TERRA CORE,PLT-C1,38.851,South Line G-700L,Baseline,SLG
47515,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.9727,South Line G-700L,Expansion,SLG
47515,HarborDesk,TRC-01,TERRA CORE,PLT-C1,33.1583,South Line G-700L,Lean,SLG
47543,HarborDesk,TRC-01,TERRA CORE,PLT-C1,36.576,South Line G-700L,Baseline,SLG
47543,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.8467,South Line G-700L,Expansion,SLG
47543,HarborDesk,TRC-01,TERRA CORE,PLT-C1,33.3178,South Line G-700L,Lean,SLG
47574,HarborDesk,TRC-01,TERRA CORE,PLT-C1,39.4015,South Line G-700L,Baseline,SLG
47574,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.1318,South Line G-700L,Expansion,SLG
47574,HarborDesk,TRC-01,TERRA CORE,PLT-C1,33.5454,South Line G-700L,Lean,SLG
47604,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.4306,South Line G-700L,Baseline,SLG
47604,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.6247,South Line G-700L,Expansion,SLG
47604,HarborDesk,TRC-01,TERRA CORE,PLT-C1,34.5154,South Line G-700L,Lean,SLG
47635,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.2493,South Line G-700L,Baseline,SLG
47635,HarborDesk,TRC-01,TERRA CORE,PLT-C1,54.2974,South Line G-700L,Expansion,SLG
47635,HarborDesk,TRC-01,TERRA CORE,PLT-C1,40.1535,South Line G-700L,Lean,SLG
47665,HarborDesk,TRC-01,TERRA CORE,PLT-C1,54.7125,South Line G-700L,Baseline,SLG
47665,HarborDesk,TRC-01,TERRA CORE,PLT-C1,62.5143,South Line G-700L,Expansion,SLG
47665,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.4574,South Line G-700L,Lean,SLG
47696,HarborDesk,TRC-01,TERRA CORE,PLT-C1,59.6863,South Line G-700L,Baseline,SLG
47696,HarborDesk,TRC-01,TERRA CORE,PLT-C1,64.9941,South Line G-700L,Expansion,SLG
47696,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.3873,South Line G-700L,Lean,SLG
47727,HarborDesk,TRC-01,TERRA CORE,PLT-C1,62.5162,South Line G-700L,Baseline,SLG
47727,HarborDesk,TRC-01,TERRA CORE,PLT-C1,69.8256,South Line G-700L,Expansion,SLG
47727,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.1827,South Line G-700L,Lean,SLG
47757,HarborDesk,TRC-01,TERRA CORE,PLT-C1,61.7547,South Line G-700L,Baseline,SLG
47757,HarborDesk,TRC-01,TERRA CORE,PLT-C1,68.5555,South Line G-700L,Expansion,SLG
47757,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.0281,South Line G-700L,Lean,SLG
47788,HarborDesk,TRC-01,TERRA CORE,PLT-C1,58.8419,South Line G-700L,Baseline,SLG
47788,HarborDesk,TRC-01,TERRA CORE,PLT-C1,67.6236,South Line G-700L,Expansion,SLG
47788,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.3353,South Line G-700L,Lean,SLG
47818,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.5222,South Line G-700L,Baseline,SLG
47818,HarborDesk,TRC-01,TERRA CORE,PLT-C1,56.7657,South Line G-700L,Expansion,SLG
47818,HarborDesk,TRC-01,TERRA CORE,PLT-C1,41.7229,South Line G-700L,Lean,SLG
47849,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.2102,South Line G-700L,Baseline,SLG
47849,HarborDesk,TRC-01,TERRA CORE,PLT-C1,53.7976,South Line G-700L,Expansion,SLG
47849,HarborDesk,TRC-01,TERRA CORE,PLT-C1,39.1828,South Line G-700L,Lean,SLG
47880,HarborDesk,TRC-01,TERRA CORE,PLT-C1,39.2442,South Line G-700L,Baseline,SLG
47880,HarborDesk,TRC-01,TERRA CORE,PLT-C1,46.2591,South Line G-700L,Expansion,SLG
47880,HarborDesk,TRC-01,TERRA CORE,PLT-C1,33.9245,South Line G-700L,Lean,SLG
47908,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.5697,South Line G-700L,Baseline,SLG
47908,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.7023,South Line G-700L,Expansion,SLG
47908,HarborDesk,TRC-01,TERRA CORE,PLT-C1,33.2111,South Line G-700L,Lean,SLG
47939,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.7449,South Line G-700L,Baseline,SLG
47939,HarborDesk,TRC-01,TERRA CORE,PLT-C1,44.3453,South Line G-700L,Expansion,SLG
47939,HarborDesk,TRC-01,TERRA CORE,PLT-C1,32.3418,South Line G-700L,Lean,SLG
47969,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.4882,South Line G-700L,Baseline,SLG
47969,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.5397,South Line G-700L,Expansion,SLG
47969,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.0893,South Line G-700L,Lean,SLG
48000,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.1022,South Line G-700L,Baseline,SLG
48000,HarborDesk,TRC-01,TERRA CORE,PLT-C1,55.4594,South Line G-700L,Expansion,SLG
48000,HarborDesk,TRC-01,TERRA CORE,PLT-C1,41.6945,South Line G-700L,Lean,SLG
48030,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.9643,South Line G-700L,Baseline,SLG
48030,HarborDesk,TRC-01,TERRA CORE,PLT-C1,64.7919,South Line G-700L,Expansion,SLG
48030,HarborDesk,TRC-01,TERRA CORE,PLT-C1,46.543,South Line G-700L,Lean,SLG
48061,HarborDesk,TRC-01,TERRA CORE,PLT-C1,58.7487,South Line G-700L,Baseline,SLG
48061,HarborDesk,TRC-01,TERRA CORE,PLT-C1,70.581,South Line G-700L,Expansion,SLG
48061,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.4206,South Line G-700L,Lean,SLG
48092,HarborDesk,TRC-01,TERRA CORE,PLT-C1,60.4996,South Line G-700L,Baseline,SLG
48092,HarborDesk,TRC-01,TERRA CORE,PLT-C1,68.6663,South Line G-700L,Expansion,SLG
48092,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.5658,South Line G-700L,Lean,SLG
48122,HarborDesk,TRC-01,TERRA CORE,PLT-C1,57.8602,South Line G-700L,Baseline,SLG
48122,HarborDesk,TRC-01,TERRA CORE,PLT-C1,72.5604,South Line G-700L,Expansion,SLG
48122,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.5327,South Line G-700L,Lean,SLG
48153,HarborDesk,TRC-01,TERRA CORE,PLT-C1,59.0607,South Line G-700L,Baseline,SLG
48153,HarborDesk,TRC-01,TERRA CORE,PLT-C1,65.1947,South Line G-700L,Expansion,SLG
48153,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.1719,South Line G-700L,Lean,SLG
48183,HarborDesk,TRC-01,TERRA CORE,PLT-C1,48.8269,South Line G-700L,Baseline,SLG
48183,HarborDesk,TRC-01,TERRA CORE,PLT-C1,57.3286,South Line G-700L,Expansion,SLG
48183,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.0127,South Line G-700L,Lean,SLG
48214,HarborDesk,TRC-01,TERRA CORE,PLT-C1,44.6715,South Line G-700L,Baseline,SLG
48214,HarborDesk,TRC-01,TERRA CORE,PLT-C1,55.1358,South Line G-700L,Expansion,SLG
48214,HarborDesk,TRC-01,TERRA CORE,PLT-C1,39.7851,South Line G-700L,Lean,SLG
48245,HarborDesk,TRC-01,TERRA CORE,PLT-C1,39.6427,South Line G-700L,Baseline,SLG
48245,HarborDesk,TRC-01,TERRA CORE,PLT-C1,46.8868,South Line G-700L,Expansion,SLG
48245,HarborDesk,TRC-01,TERRA CORE,PLT-C1,36.4026,South Line G-700L,Lean,SLG
48274,HarborDesk,TRC-01,TERRA CORE,PLT-C1,39.4609,South Line G-700L,Baseline,SLG
48274,HarborDesk,TRC-01,TERRA CORE,PLT-C1,43.8961,South Line G-700L,Expansion,SLG
48274,HarborDesk,TRC-01,TERRA CORE,PLT-C1,33.8012,South Line G-700L,Lean,SLG
48305,HarborDesk,TRC-01,TERRA CORE,PLT-C1,40.6089,South Line G-700L,Baseline,SLG
48305,HarborDesk,TRC-01,TERRA CORE,PLT-C1,46.8637,South Line G-700L,Expansion,SLG
48305,HarborDesk,TRC-01,TERRA CORE,PLT-C1,34.7746,South Line G-700L,Lean,SLG
48335,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.0072,South Line G-700L,Baseline,SLG
48335,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.0647,South Line G-700L,Expansion,SLG
48335,HarborDesk,TRC-01,TERRA CORE,PLT-C1,37.8004,South Line G-700L,Lean,SLG
48366,HarborDesk,TRC-01,TERRA CORE,PLT-C1,46.7875,South Line G-700L,Baseline,SLG
48366,HarborDesk,TRC-01,TERRA CORE,PLT-C1,58.6781,South Line G-700L,Expansion,SLG
48366,HarborDesk,TRC-01,TERRA CORE,PLT-C1,41.0084,South Line G-700L,Lean,SLG
48396,HarborDesk,TRC-01,TERRA CORE,PLT-C1,56.9798,South Line G-700L,Baseline,SLG
48396,HarborDesk,TRC-01,TERRA CORE,PLT-C1,64.2967,South Line G-700L,Expansion,SLG
48396,HarborDesk,TRC-01,TERRA CORE,PLT-C1,45.6749,South Line G-700L,Lean,SLG
48427,HarborDesk,TRC-01,TERRA CORE,PLT-C1,60.5611,South Line G-700L,Baseline,SLG
48427,HarborDesk,TRC-01,TERRA CORE,PLT-C1,69.6459,South Line G-700L,Expansion,SLG
48427,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.9024,South Line G-700L,Lean,SLG
48458,HarborDesk,TRC-01,TERRA CORE,PLT-C1,60.6458,South Line G-700L,Baseline,SLG
48458,HarborDesk,TRC-01,TERRA CORE,PLT-C1,71.8607,South Line G-700L,Expansion,SLG
48458,HarborDesk,TRC-01,TERRA CORE,PLT-C1,52.7339,South Line G-700L,Lean,SLG
48488,HarborDesk,TRC-01,TERRA CORE,PLT-C1,61.5385,South Line G-700L,Baseline,SLG
48488,HarborDesk,TRC-01,TERRA CORE,PLT-C1,70.5537,South Line G-700L,Expansion,SLG
48488,HarborDesk,TRC-01,TERRA CORE,PLT-C1,51.5556,South Line G-700L,Lean,SLG
48519,HarborDesk,TRC-01,TERRA CORE,PLT-C1,58.6539,South Line G-700L,Baseline,SLG
48519,HarborDesk,TRC-01,TERRA CORE,PLT-C1,69.0148,South Line G-700L,Expansion,SLG
48519,HarborDesk,TRC-01,TERRA CORE,PLT-C1,46.0623,South Line G-700L,Lean,SLG
48549,HarborDesk,TRC-01,TERRA CORE,PLT-C1,49.7311,South Line G-700L,Baseline,SLG
48549,HarborDesk,TRC-01,TERRA CORE,PLT-C1,61.5229,South Line G-700L,Expansion,SLG
48549,HarborDesk,TRC-01,TERRA CORE,PLT-C1,44.2179,South Line G-700L,Lean,SLG
46388,HarborDesk,TRC-02,TERRA CORE,PLT-C2,45.1504,South Line G-700L,Baseline,SLG
46388,HarborDesk,TRC-02,TERRA CORE,PLT-C2,51.9463,South Line G-700L,Expansion,SLG
46388,HarborDesk,TRC-02,TERRA CORE,PLT-C2,36.3753,South Line G-700L,Lean,SLG
46419,HarborDesk,TRC-02,TERRA CORE,PLT-C2,41.3036,South Line G-700L,Baseline,SLG
46419,HarborDesk,TRC-02,TERRA CORE,PLT-C2,51.5167,South Line G-700L,Expansion,SLG
46419,HarborDesk,TRC-02,TERRA CORE,PLT-C2,37.8395,South Line G-700L,Lean,SLG
46447,HarborDesk,TRC-02,TERRA CORE,PLT-C2,42.8016,South Line G-700L,Baseline,SLG
46447,HarborDesk,TRC-02,TERRA CORE,PLT-C2,48.574,South Line G-700L,Expansion,SLG
46447,HarborDesk,TRC-02,TERRA CORE,PLT-C2,36.3215,South Line G-700L,Lean,SLG
46478,HarborDesk,TRC-02,TERRA CORE,PLT-C2,43.8145,South Line G-700L,Baseline,SLG
46478,HarborDesk,TRC-02,TERRA CORE,PLT-C2,49.3355,South Line G-700L,Expansion,SLG
46478,HarborDesk,TRC-02,TERRA CORE,PLT-C2,35.2635,South Line G-700L,Lean,SLG
46508,HarborDesk,TRC-02,TERRA CORE,PLT-C2,47.5816,South Line G-700L,Baseline,SLG
46508,HarborDesk,TRC-02,TERRA CORE,PLT-C2,56.1332,South Line G-700L,Expansion,SLG
46508,HarborDesk,TRC-02,TERRA CORE,PLT-C2,39.8242,South Line G-700L,Lean,SLG
46539,HarborDesk,TRC-02,TERRA CORE,PLT-C2,52.2613,South Line G-700L,Baseline,SLG
46539,HarborDesk,TRC-02,TERRA CORE,PLT-C2,60.8946,South Line G-700L,Expansion,SLG
46539,HarborDesk,TRC-02,TERRA CORE,PLT-C2,43.3025,South Line G-700L,Lean,SLG
46569,HarborDesk,TRC-02,TERRA CORE,PLT-C2,52.1644,South Line G-700L,Baseline,SLG
46569,HarborDesk,TRC-02,TERRA CORE,PLT-C2,62.7106,South Line G-700L,Expansion,SLG
46569,HarborDesk,TRC-02,TERRA CORE,PLT-C2,44.1144,South Line G-700L,Lean,SLG
46600,HarborDesk,TRC-02,TERRA CORE,PLT-C2,56.8193,South Line G-700L,Baseline,SLG
46600,HarborDesk,TRC-02,TERRA CORE,PLT-C2,65.7082,South Line G-700L,Expansion,SLG
46600,HarborDesk,TRC-02,TERRA CORE,PLT-C2,49.0276,South Line G-700L,Lean,SLG
46631,HarborDesk,TRC-02,TERRA CORE,PLT-C2,59.1211,South Line G-700L,Baseline,SLG
46631,HarborDesk,TRC-02,TERRA CORE,PLT-C2,68.4115,South Line G-700L,Expansion,SLG
46631,HarborDesk,TRC-02,TERRA CORE,PLT-C2,45.5725,South Line G-700L,Lean,SLG
46661,HarborDesk,TRC-02,TERRA CORE,PLT-C2,54.1537,South Line G-700L,Baseline,SLG
46661,HarborDesk,TRC-02,TERRA CORE,PLT-C2,60.8248,South Line G-700L,Expansion,SLG
46661,HarborDesk,TRC-02,TERRA CORE,PLT-C2,44.4764,South Line G-700L,Lean,SLG
46692,HarborDesk,TRC-02,TERRA CORE,PLT-C2,54.3156,South Line G-700L,Baseline,SLG
46692,HarborDesk,TRC-02,TERRA CORE,PLT-C2,60.9724,South Line G-700L,Expansion,SLG
46692,HarborDesk,TRC-02,TERRA CORE,PLT-C2,45.7142,South Line G-700L,Lean,SLG
46722,HarborDesk,TRC-02,TERRA CORE,PLT-C2,49.092,South Line G-700L,Baseline,SLG
46722,HarborDesk,TRC-02,TERRA CORE,PLT-C2,54.0776,South Line G-700L,Expansion,SLG
46722,HarborDesk,TRC-02,TERRA CORE,PLT-C2,39.9574,South Line G-700L,Lean,SLG
46753,HarborDesk,TRC-02,TERRA CORE,PLT-C2,44.1877,South Line G-700L,Baseline,SLG
46753,HarborDesk,TRC-02,TERRA CORE,PLT-C2,52.6304,South Line G-700L,Expansion,SLG
46753,HarborDesk,TRC-02,TERRA CORE,PLT-C2,39.2291,South Line G-700L,Lean,SLG
46784,HarborDesk,TRC-02,TERRA CORE,PLT-C2,45.4234,South Line G-700L,Baseline,SLG
46784,HarborDesk,TRC-02,TERRA CORE,PLT-C2,52.2547,South Line G-700L,Expansion,SLG
46784,HarborDesk,TRC-02,TERRA CORE,PLT-C2,37.026,South Line G-700L,Lean,SLG
46813,HarborDesk,TRC-02,TERRA CORE,PLT-C2,42.6297,South Line G-700L,Baseline,SLG
46813,HarborDesk,TRC-02,TERRA CORE,PLT-C2,50.2099,South Line G-700L,Expansion,SLG
46813,HarborDesk,TRC-02,TERRA CORE,PLT-C2,38.0107,South Line G-700L,Lean,SLG
46844,HarborDesk,TRC-02,TERRA CORE,PLT-C2,43.1483,South Line G-700L,Baseline,SLG
46844,HarborDesk,TRC-02,TERRA CORE,PLT-C2,50.6371,South Line G-700L,Expansion,SLG
46844,HarborDesk,TRC-02,TERRA CORE,PLT-C2,38.1925,South Line G-700L,Lean,SLG
